Chemoeffectors,Response,SMILES,Iso_SMILES,RDKit_Mol,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
L-citrulline,attractant,C(CC(C(=O)O)N)CNC(=O)N,C(C[C@@H](C(=O)O)N)CNC(=O)N,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D44CF0>,10.1903089569161,10.1903089569161,0.3289814814814813,-1.0332638888888888,0.3941591852138037,12.083333333333334,175.188,162.084,175.095691276,70,0,0.3199685108146455,-0.48008644077395796,0.48008644077395796,0.3199685108146455,1.5,2.0833333333333335,2.5,16.36757443339169,10.155481645818321,2.0926496639638255,-2.048478547565435,1.9196690381341137,-2.3325436155933317,5.727363245741305,-0.13819983274680875,1.9663276882372422,3.3118352065890764,153.42124551085624,9.560477932315068,6.617081327556204,6.617081327556204,5.5365812602091875,3.5543403717939377,3.5543403717939377,2.3779867308788343,2.3779867308788343,1.3083333380021416,1.3083333380021416,0.6570387305703632,0.6570387305703632,-1.3,312.6461024297215,10.7,5.363379355687048,5.482229779997874,69.9108831297296,21.890650953171406,6.041840829147961,0.0,0.0,0.0,12.000419800289922,4.794537184071822,4.794537184071822,0.0,0.0,0.0,12.841643245852019,6.544756405912575,0.0,14.69560176298435,12.000419800289922,0.0,5.316788604006331,11.46733495432437,18.88348407499998,6.544756405912575,0.0,0.0,0.0,16.784123558330702,4.794537184071822,0.0,0.0,29.693544430191164,4.794537184071822,0.0,12.841643245852019,0.0,0.0,0.0,0.0,118.43999999999998,18.04226062943788,9.589074368143644,0.0,0.0,19.386399651764595,0.0,0.0,0.0,0.0,5.316788604006331,16.573862349165076,0.0,0.0,20.331703672209628,10.68363394431847,9.961377236079617,-1.0332638888888888,-1.4735435563114136,0.8393055555555555,0.3574537037037038,0.0,0.6666666666666666,12,6,6,0,0,0,2,0,0,0,1,0,3,4,6,0,5,0,0,0,0,0,4.782346592154284,0,-1.1531999999999996,42.43129999999999,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
l-cysteate,attractant,C(C(C(=O)[O-])N)S(=O)(=O)O,C(C(C(=O)[O-])N)S(=O)(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D44C80>,9.930555555555555,9.930555555555555,1.0185185185185186,-4.314212962962962,0.431729496761411,14.6,168.15,162.102,167.99721687191,60,0,0.26627989190997037,-0.5484144605002597,0.5484144605002597,0.26627989190997037,1.7,2.1,2.2,32.23973943796735,10.37640027315673,2.1211972537206587,-2.082919809923337,1.8452900282661124,-2.455427589452622,7.8538301325998905,-0.3063979388180163,1.5998182365478808,4.0602298116023,202.19280948873623,8.361807319565798,4.850262367385072,5.666758948312799,4.327185821959348,2.2430877026190745,3.8522530101454775,1.6741096182026893,3.171271522562142,0.6929261710908394,1.4732796529632757,0.29495113153598307,0.884853394607949,-0.6600000000000001,75.1914571177504,9.34,2.9507189858388343,4.241724663434719,57.39341781591588,15.634732056074714,0.0,0.0,0.0,10.118126859033554,0.0,4.552749873690364,0.0,8.417796984328938,0.0,0.0,0.0,0.0,17.7639997238466,22.87161143693183,16.087432146985403,0.0,0.0,5.733667477162185,6.041840829147961,5.752853606746789,0.0,0.0,0.0,10.84019487200289,0.0,0.0,0.0,30.7345465818659,14.912664043105377,0.0,0.0,0.0,0.0,0.0,0.0,120.52,27.882126582880154,18.318861563241466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.286417350852549,27.899166666666666,0.0,9.765324074074073,9.765324074074073,4.701412037037037,-2.729050925925926,-1.6712962962962965,0.0,0.0,-4.314212962962962,0.6666666666666666,10,3,6,0,0,0,0,0,0,0,1,0,5,2,7,0,3,0,0,0,0,1,2.7559715327734713,0,-3.0485999999999995,29.398,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
formate,none,C(=O)[O-],C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D44040>,8.25,8.25,0.5,-0.5,0.30654732219455955,4.0,45.017,44.009,44.99820285191,18,0,0.027473031643524562,-0.5538572254674495,0.5538572254674495,0.027473031643524562,2.0,2.0,2.0,16.34596655894873,11.664976543957321,0.9959343305837491,-1.5213757585290206,0.7543971401778404,-2.0095033113218688,5.2905736645753345,-0.2826312288421039,0.9182958340544894,2.1874960973678963,7.5097750043269365,2.7071067811865475,1.393846850117352,1.393846850117352,1.4142135623730951,0.4714045207910318,0.4714045207910318,0.09622504486493766,0.09622504486493766,0.0,0.0,0.0,0.0,-0.53,2.7548875021634682,2.4699999999999993,1.4699999999999982,1.4700000000000009,17.695006880069332,9.901064578912528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.472220864716464,0.0,9.901064578912528,6.472220864716464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,6.472220864716464,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,40.129999999999995,6.472220864716464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.901064578912528,0.0,0.0,8.25,8.25,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1.2102999999999982,0,-1.6339000000000001,6.064,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fumarate,attractant,C(=CC(=O)[O-])C(=O)[O-],C(=C/C(=O)[O-])\C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D440B0>,9.414722222222222,9.414722222222222,0.3842592592592591,-1.5470370370370372,0.35910182469264323,9.5,114.05599999999998,112.03999999999999,113.99640570382002,44,0,0.06429605670177144,-0.5454662539365716,0.5454662539365716,0.06429605670177144,1.0,1.25,1.375,16.370461142582368,10.498585341861371,1.7049081392364855,-1.902439984351412,1.6376499243575853,-2.226069283802188,5.871604086999489,-0.3011606640445104,1.6135681581652277,3.668626461933803,110.97373660251154,6.568914100752346,3.787693700234704,3.787693700234704,3.625897657686229,1.7271801834506855,1.7271801834506855,0.971404520791032,0.971404520791032,0.35549886030924216,0.35549886030924216,0.1360827634879544,0.1360827634879544,-1.32,40.339203954130696,6.68,2.7879637132919783,4.68,45.05598604331467,19.802129157825057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.152040213667762,0.0,11.938610575903699,19.802129157825057,11.938610575903699,0.0,0.0,0.0,0.0,0.0,12.152040213667762,0.0,0.0,10.213054789681411,0.0,0.0,0.0,11.938610575903699,9.589074368143644,0.0,0.0,12.152040213667762,0.0,0.0,0.0,80.25999999999999,11.938610575903699,19.802129157825057,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.829444444444444,18.829444444444444,0.0,-3.094074074074074,0.0,0.7685185185185182,0.0,0.0,0.0,8,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,2,0,0,0,0,0,2.327949700598802,0,-2.9576000000000002,19.153999999999996,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glutathione,attractant,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D44120>,11.50371351935836,11.50371351935836,0.025618543713782138,-1.2196791890624559,0.26343729334807475,13.1,307.32800000000003,290.192,307.08380626400003,114,0,0.32247070702770475,-0.48008628646213053,0.48008628646213053,0.32247070702770475,1.2,1.8,2.25,32.116867491796036,10.136073629183347,2.2040037339337006,-2.1571580021462218,1.968316840421354,-2.487973310893706,7.798557956759773,-0.1386291940052848,2.3846224244781977,4.208861414299985,356.23460010384656,15.706742302257043,10.535111880670396,11.42953907167031,9.272963365427637,5.656453432269842,6.288908964303518,3.8976225249092913,4.262770896579402,2.247728644699627,2.6128770163697377,1.1565999836685754,1.413709768753624,-1.81,13668.65573710903,18.19,9.15071374245247,7.586610574291715,119.85296768959665,26.58029947485626,18.628438064208495,0.0,11.814359458703011,0.0,11.938610575903699,19.178148736287287,0.0,12.628789148012991,0.0,0.0,6.4208216229260096,12.1736752296728,0.0,29.3912035259687,36.381759182619696,0.0,10.633577208012662,5.733667477162185,24.925324904147942,12.297610012659364,0.0,0.0,0.0,16.367244685174846,0.0,0.0,12.628789148012991,58.3473164952434,19.178148736287287,0.0,12.841643245852019,0.0,0.0,0.0,0.0,158.82000000000002,42.3814080988152,19.178148736287287,0.0,18.59449685259881,0.0,0.0,0.0,0.0,0.0,23.26236635602565,15.946722266843597,0.0,3.873779569440945,43.7421182173935,21.366246758162585,5.2297081730143,-3.7040656850520355,-2.150671899065208,-0.23496223335013044,-0.5665973449883985,0.0,0.6,20,6,9,0,0,0,2,0,0,0,2,0,6,6,10,0,9,0,0,0,0,0,8.322574148760523,0,-2.2060999999999984,71.27440000000003,2,0,0,0,0,0,0,0,2,2,4,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL-glycerate,none,C(C(C(=O)O)O)O,C(C(C(=O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D44190>,9.520324074074074,9.520324074074074,0.7268518518518521,-1.6250000000000002,0.3968897663016493,13.428571428571429,106.07699999999997,100.029,106.02660867200001,42,0,0.3344517208485956,-0.4792612455457332,0.4792612455457332,0.3344517208485956,1.7142857142857142,2.142857142857143,2.142857142857143,16.409120264853748,10.395938173813118,2.084214859541439,-1.9477915876067593,1.7539784426863427,-2.2248095683687317,5.71402803265931,-0.14802304855393714,1.6457113704075785,3.3434170589539596,62.43856189774725,5.8618073195657985,3.53434612733991,3.53434612733991,3.1807392125526213,1.6990810238045855,1.6990810238045855,1.0366096297644891,1.0366096297644891,0.45799683184959694,0.45799683184959694,0.07809262867138281,0.07809262867138281,-0.6100000000000001,27.977093296928835,6.390000000000001,2.5439940390036266,2.1321150278293133,40.01335861325456,15.319582184522117,0.0,6.103966387748303,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,6.606881964512918,20.11411936859394,5.969305287951849,0.0,0.0,0.0,6.103966387748303,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.99973582473518,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,77.76,18.68015364021307,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.319582184522117,0.0,0.0,9.520324074074074,23.73199074074074,0.0,-1.400462962962963,0.0,-1.6250000000000002,-0.7268518518518521,0.0,0.6666666666666666,7,3,4,0,0,0,0,0,0,0,1,0,3,3,4,0,2,0,0,0,0,1,2.3223031298904537,0,-1.5757999999999999,20.7284,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L-homocysteine,none,C(CS)C(C(=O)O)N,C(CS)[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D44200>,9.930262345679012,9.930262345679012,0.42901234567901225,-0.9592129629629624,0.46620190680894724,13.25,135.18799999999996,126.11599999999999,135.035399528,48,0,0.31999903422348924,-0.48008607024012356,0.48008607024012356,0.31999903422348924,1.875,2.375,2.5,32.116866030088374,10.24255317882725,2.075164286699048,-1.9968653631469615,1.884176917949442,-2.2966342562003503,7.797422843979651,-0.1380484066625928,1.6709254356981216,3.3180871972839956,72.10749561002055,6.568914100752346,4.371589582216125,5.266016773216042,3.680739212552621,2.2742154673907575,2.906670999424434,1.4570126726277721,1.9042262681277302,0.7573010860824849,1.0154999758296461,0.2625606092224525,0.5407312525960192,-0.22000000000000006,45.11498676384928,7.78,3.7421929540513212,2.872924704797209,53.28479058367358,10.84019487200289,6.041840829147961,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,12.628789148012991,0.0,0.0,12.1736752296728,0.0,0.0,9.901064578912528,18.59809443596484,0.0,0.0,5.733667477162185,12.462662452073971,5.752853606746789,0.0,0.0,0.0,5.733667477162185,0.0,0.0,12.628789148012991,22.870527118687306,4.794537184071822,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,63.31999999999999,12.011146117099809,4.794537184071822,0.0,0.0,12.1736752296728,0.0,0.0,0.0,0.0,12.628789148012991,10.84019487200289,0.0,3.8112037037037036,9.930262345679012,8.154151234567902,5.078564814814815,-0.43791666666666607,-0.743055555555556,0.42901234567901225,0.0,0.0,0.75,8,3,3,0,0,0,0,0,0,0,1,0,3,3,4,0,3,0,0,0,0,0,3.63928264781491,0,-0.28179999999999994,34.08119999999999,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L-homoserine,attractant,C(CO)C(C(=O)O)N,C(CO)[C@@H](C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D44270>,9.853101851851852,9.853101851851852,0.12037037037037024,-1.0703240740740736,0.43453852525043524,13.25,119.12,110.04799999999999,119.058243148,48,0,0.32005880215833066,-0.4800853479336969,0.4800853479336969,0.32005880215833066,1.75,2.25,2.375,16.367870203270712,10.229316909476,2.078925339085069,-1.9956855188310965,1.8317648950018213,-2.3024223802006953,5.724383415254494,-0.13840759324414162,1.6709254356981216,3.3180871972839956,72.10749561002055,6.568914100752346,4.371589582216125,4.371589582216125,3.680739212552621,2.2742154673907575,2.2742154673907575,1.4570126726277721,1.4570126726277721,0.7573010860824849,0.7573010860824849,0.2625606092224525,0.2625606092224525,-0.6100000000000001,45.11498676384928,7.39,3.3993001367828737,2.5439940390036266,46.92395767246788,15.946722266843597,6.041840829147961,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,6.4208216229260096,6.606881964512918,0.0,15.007591973753234,5.969305287951849,0.0,0.0,5.733667477162185,12.462662452073971,6.606881964512918,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,28.831082871294136,4.794537184071822,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,83.55,12.011146117099809,4.794537184071822,0.0,13.027703587438928,0.0,0.0,0.0,0.0,0.0,0.0,15.946722266843597,0.0,0.0,9.853101851851852,16.219212962962963,4.967453703703704,-1.0703240740740736,-0.9166666666666667,0.12037037037037024,-0.17314814814814805,0.0,0.75,8,4,4,0,0,0,0,0,0,0,1,0,3,3,4,0,3,0,0,0,0,0,3.1401035013531793,0,-1.2192999999999998,27.313999999999997,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DL-threo-Beta-hydroxyaspartate,attractant,C(C(C(=O)O)O)(C(=O)O)N,[C@H]([C@@H](C(=O)O)O)(C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D44510>,9.896851851851851,9.896851851851851,1.5463888888888884,-2.043981481481482,0.3625035241718014,15.8,149.10199999999998,142.046,149.032422324,58,0,0.3343048474391357,-0.480000344364102,0.480000344364102,0.3343048474391357,1.2,1.6,1.7,16.40655537016267,10.165862198676024,2.271967318644333,-2.079254195864238,1.8893574497288312,-2.4557189937076487,5.8337299807630565,-0.1543801093027574,1.8406191515407482,4.069511908932011,124.11730005192324,8.309401076758503,4.890188174996478,4.890188174996478,4.464101615137754,2.357677711567275,2.357677711567275,1.6470960690811747,1.6470960690811747,0.8783308716009973,0.8783308716009973,0.2886562036569256,0.2886562036569256,-1.1400000000000001,106.7559107893634,8.86,3.1362532686222435,1.9973754023245793,55.87971352470765,21.0532496616843,6.041840829147961,6.103966387748303,0.0,0.0,11.938610575903699,4.794537184071822,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,24.90865655266576,11.938610575903699,0.0,0.0,5.733667477162185,12.145807216896262,0.0,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,39.40399997732207,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,120.85,24.08441779279996,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0532496616843,0.0,0.0,19.748703703703704,24.52092592592593,4.730555555555556,-3.189999999999999,-1.766203703703704,-2.043981481481482,0.0,0.0,0.5,10,5,6,0,0,0,0,0,0,0,2,0,4,4,6,0,3,0,0,0,0,0,2.7787203959993074,0,-2.1561999999999997,29.2538,2,1,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hydroxypyruvate,none,C(C(=O)C(=O)O)O,C(C(=O)C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D442E0>,9.662037037037038,9.662037037037038,0.9212962962962963,-1.5949074074074072,0.4237716434695849,8.142857142857142,104.06099999999998,100.02899999999998,104.01095860800001,40,0,0.37417745497330257,-0.4754327545189991,0.4754327545189991,0.37417745497330257,1.4285714285714286,1.8571428571428572,1.8571428571428572,16.380326583932447,10.437845507002734,2.061976740260939,-1.8004922253967848,1.645367812283689,-2.1526209252411816,6.326887038547663,-0.14984269489274799,1.6457113704075785,3.577919926272439,88.2114326716684,5.8618073195657985,3.4180305531141895,3.4180305531141895,3.1807392125526213,1.5516362448239538,1.5516362448239538,0.8864427826269109,0.8864427826269109,0.38214260221934304,0.38214260221934304,0.06763020027772251,0.06763020027772251,-0.9000000000000001,27.977093296928835,6.1,2.303977425423273,1.8843137254901956,39.380646961102315,10.213054789681411,6.606881964512918,0.0,0.0,5.783244946364939,5.969305287951849,4.794537184071822,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,19.802129157825057,11.75255023431679,0.0,0.0,0.0,0.0,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.572486988511116,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,74.60000000000001,18.35943219882971,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.213054789681411,0.0,0.0,19.082824074074075,15.447268518518518,0.0,-2.7754629629629624,0.0,0.0,-0.9212962962962963,0.0,0.3333333333333333,7,2,4,0,0,0,0,0,0,0,0,0,3,2,4,0,2,0,0,0,0,0,2.007751756440281,0,-1.3676,19.7286,1,1,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isoasparagine,attractant,C(C(C(=O)N)N)C(=O)O,C([C@@H](C(=O)N)N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D44580>,10.068657407407407,10.068657407407407,0.40740740740740744,-1.1237962962962957,0.42393947737711163,12.555555555555555,132.11900000000003,124.05499999999999,132.053492116,52,0,0.30496418143658516,-0.4811762169631846,0.4811762169631846,0.30496418143658516,1.5555555555555556,2.0,2.111111111111111,16.36544361748101,10.203733223506685,2.117992460449006,-1.9991006622114935,1.8389817374038715,-2.3753379813839657,5.838955568901105,-0.13861056283314577,1.634374150092862,3.632432151939845,120.0,7.439157588755425,4.702867765183109,4.702867765183109,4.036581260209188,2.304340371793938,2.304340371793938,1.6067246878115813,1.6067246878115813,0.7599845192045909,0.7599845192045909,0.288719594992918,0.288719594992918,-1.1,60.47184355343589,7.8999999999999995,3.032306526953668,3.479710144927536,51.63113671732834,16.573862349165076,0.0,0.0,5.907179729351506,0.0,5.969305287951849,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,12.462662452073971,14.69560176298435,11.876485017303356,0.0,0.0,11.46733495432437,12.462662452073971,0.0,0.0,0.0,0.0,11.46733495432437,0.0,0.0,0.0,23.02485324129202,9.589074368143644,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,106.41000000000001,24.339147469377323,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.733667477162185,10.84019487200289,0.0,0.0,19.895046296296297,8.045,9.619027777777777,-1.9178703703703697,-1.0671296296296295,-0.40740740740740744,0.0,0.0,0.5,9,5,5,0,0,0,1,0,0,0,1,0,3,3,5,0,3,0,0,0,0,0,2.6616912847704417,0,-1.7262999999999993,29.4226,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
